question_id,question__title,Difficulity,title_slug
2403,Count Unreachable Pairs of Nodes in an Undirected Graph,2,count-unreachable-pairs-of-nodes-in-an-undirected-graph
2404,Number of Distinct Roll Sequences,3,number-of-distinct-roll-sequences
2405,Minimum Number of Keypresses,2,minimum-number-of-keypresses
2406,Decode the Message,1,decode-the-message
2408,Number of People Aware of a Secret,2,number-of-people-aware-of-a-secret
2409,Number of Increasing Paths in a Grid,3,number-of-increasing-paths-in-a-grid
2411,Spiral Matrix IV,2,spiral-matrix-iv
2412,Minimum Amount of Time to Fill Cups,1,minimum-amount-of-time-to-fill-cups
2413,Smallest Number in Infinite Set,2,smallest-number-in-infinite-set
2414,Move Pieces to Obtain a String,2,move-pieces-to-obtain-a-string
2415,Count the Number of Ideal Arrays,3,count-the-number-of-ideal-arrays
2416,Evaluate Boolean Binary Tree,1,evaluate-boolean-binary-tree
2417,The Latest Time to Catch a Bus,2,the-latest-time-to-catch-a-bus
2418,Minimum Sum of Squared Difference,2,minimum-sum-of-squared-difference
2419,Subarray With Elements Greater Than Varying Threshold,3,subarray-with-elements-greater-than-varying-threshold
2420,Closest Node to Path in Tree,3,closest-node-to-path-in-tree
2421,Maximum Number of Pairs in Array,1,maximum-number-of-pairs-in-array
2422,Query Kth Smallest Trimmed Number,2,query-kth-smallest-trimmed-number
2423,Minimum Deletions to Make Array Divisible,3,minimum-deletions-to-make-array-divisible
2425,Number of People That Can Be Seen in a Grid,2,number-of-people-that-can-be-seen-in-a-grid
2426,Maximum Profit From Trading Stocks,2,maximum-profit-from-trading-stocks
2427,First Letter to Appear Twice,1,first-letter-to-appear-twice
2428,Equal Row and Column Pairs,2,equal-row-and-column-pairs
2429,Design a Food Rating System,2,design-a-food-rating-system
2430,Number of Excellent Pairs,3,number-of-excellent-pairs
2431,Products With Three or More Orders in Two Consecutive Years,2,products-with-three-or-more-orders-in-two-consecutive-years
2432,Number of Zero-Filled Subarrays,2,number-of-zero-filled-subarrays
2433,Best Poker Hand,1,best-poker-hand
2434,Design a Number Container System,2,design-a-number-container-system
2435,Shortest Impossible Sequence of Rolls,3,shortest-impossible-sequence-of-rolls
2436,Make Array Zero by Subtracting Equal Amounts,1,make-array-zero-by-subtracting-equal-amounts
2437,Maximum Number of Groups Entering a Competition,2,maximum-number-of-groups-entering-a-competition
2438,Find Closest Node to Given Two Nodes,2,find-closest-node-to-given-two-nodes
2439,Longest Cycle in a Graph,3,longest-cycle-in-a-graph
2440,Tasks Count in the Weekend,2,tasks-count-in-the-weekend
2441,Arrange Table by Gender,2,arrange-table-by-gender
2442,Number of Arithmetic Triplets,1,number-of-arithmetic-triplets
2443,Check if There is a Valid Partition For The Array,2,check-if-there-is-a-valid-partition-for-the-array
2444,Longest Ideal Subsequence,2,longest-ideal-subsequence
2445,Reachable Nodes With Restrictions,2,reachable-nodes-with-restrictions
2446,The First Day of the Maximum Recorded Degree in Each City,2,the-first-day-of-the-maximum-recorded-degree-in-each-city
2447,Merge Similar Items,1,merge-similar-items
2448,Count Number of Bad Pairs,2,count-number-of-bad-pairs
2449,Maximum Number of Robots Within Budget,3,maximum-number-of-robots-within-budget
2450,Minimum Replacements to Sort the Array,3,minimum-replacements-to-sort-the-array
2451,Product Sales Analysis IV,2,product-sales-analysis-iv
2452,Product Sales Analysis V,1,product-sales-analysis-v
2453,All the Matches of the League,1,all-the-matches-of-the-league
2454,Largest Local Values in a Matrix,1,largest-local-values-in-a-matrix
2455,Node With Highest Edge Score,2,node-with-highest-edge-score
2456,Construct Smallest Number From DI String,2,construct-smallest-number-from-di-string
2457,Count Special Integers,3,count-special-integers
2458,Find Minimum Time to Finish All Jobs II,2,find-minimum-time-to-finish-all-jobs-ii
2459,Minimum Hours of Training to Win a Competition,1,minimum-hours-of-training-to-win-a-competition
2461,Amount of Time for Binary Tree to Be Infected,2,amount-of-time-for-binary-tree-to-be-infected
2462,Find the K-Sum of an Array,3,find-the-k-sum-of-an-array
2463,Minimum Recolors to Get K Consecutive Black Blocks,1,minimum-recolors-to-get-k-consecutive-black-blocks
2464,Time Needed to Rearrange a Binary String,2,time-needed-to-rearrange-a-binary-string
2465,Shifting Letters II,2,shifting-letters-ii
2466,Maximum Segment Sum After Removals,3,maximum-segment-sum-after-removals
2468,Valid Palindrome IV,2,valid-palindrome-iv
2469,Longest Subsequence With Limited Sum,1,longest-subsequence-with-limited-sum
2470,Removing Stars From a String,2,removing-stars-from-a-string
2471,Minimum Amount of Time to Collect Garbage,2,minimum-amount-of-time-to-collect-garbage
2472,Build a Matrix With Conditions,3,build-a-matrix-with-conditions
2473,Max Sum of a Pair With Equal Sum of Digits,2,max-sum-of-a-pair-with-equal-sum-of-digits
2474,Minimum Adjacent Swaps to Make a Valid Array,2,minimum-adjacent-swaps-to-make-a-valid-array
2475,Largest Palindromic Number,2,largest-palindromic-number
2476,Check Distances Between Same Letters,1,check-distances-between-same-letters
2477,Number of Ways to Reach a Position After Exactly k Steps,2,number-of-ways-to-reach-a-position-after-exactly-k-steps
2478,Longest Nice Subarray,2,longest-nice-subarray
2479,Meeting Rooms III,3,meeting-rooms-iii
2480,Find Subarrays With Equal Sum,1,find-subarrays-with-equal-sum
2481,Strictly Palindromic Number,2,strictly-palindromic-number
2482,Maximum Rows Covered by Columns,2,maximum-rows-covered-by-columns
2483,Task Scheduler II,2,task-scheduler-ii
2484,Compute the Rank as a Percentage,2,compute-the-rank-as-a-percentage
2485,Finding the Number of Visible Mountains,2,finding-the-number-of-visible-mountains
2486,Most Frequent Even Element,1,most-frequent-even-element
2487,Optimal Partition of String,2,optimal-partition-of-string
2488,Divide Intervals Into Minimum Number of Groups,2,divide-intervals-into-minimum-number-of-groups
2489,Sort Array by Moving Items to Empty Space,3,sort-array-by-moving-items-to-empty-space
2490,Maximum Number of Books You Can Take,3,maximum-number-of-books-you-can-take
2491,Smallest Even Multiple,1,smallest-even-multiple
2492,Length of the Longest Alphabetical Continuous Substring,2,length-of-the-longest-alphabetical-continuous-substring
2493,Reverse Odd Levels of Binary Tree,2,reverse-odd-levels-of-binary-tree
2494,Sum of Prefix Scores of Strings,3,sum-of-prefix-scores-of-strings
2495,Number of Unique Subjects Taught by Each Teacher,1,number-of-unique-subjects-taught-by-each-teacher
2496,Count Days Spent Together,1,count-days-spent-together
2497,Maximum Matching of Players With Trainers,2,maximum-matching-of-players-with-trainers
2498,Smallest Subarrays With Maximum Bitwise OR,2,smallest-subarrays-with-maximum-bitwise-or
2499,Minimum Money Required Before Transactions,3,minimum-money-required-before-transactions
2500,Minimum Costs Using the Train Line,3,minimum-costs-using-the-train-line
2501,Generate the Invoice,3,generate-the-invoice
2502,Sort the People,1,sort-the-people
2503,Longest Subarray With Maximum Bitwise AND,2,longest-subarray-with-maximum-bitwise-and
2504,Find All Good Indices,2,find-all-good-indices
2505,Number of Good Paths,3,number-of-good-paths
2506,Minimize Maximum Value in a Grid,3,minimize-maximum-value-in-a-grid
2507,Number of Common Factors,1,number-of-common-factors
2508,Maximum Sum of an Hourglass,2,maximum-sum-of-an-hourglass
2509,Minimize XOR,2,minimize-xor
2510,Maximum Deletions on a String,3,maximum-deletions-on-a-string
2511,Partition String Into Substrings With Values at Most K,2,partition-string-into-substrings-with-values-at-most-k
2512,Longest Uploaded Prefix,2,longest-uploaded-prefix
2513,Number of Pairs Satisfying Inequality,3,number-of-pairs-satisfying-inequality
2515,Calculate the Influence of Each Salesperson,2,calculate-the-influence-of-each-salesperson
2516,Sort the Olympic Table,1,sort-the-olympic-table
2517,Choose Edges to Maximize Score in a Tree,2,choose-edges-to-maximize-score-in-a-tree
2518,The Employee That Worked on the Longest Task,1,the-employee-that-worked-on-the-longest-task
2519,Find The Original Array of Prefix Xor,2,find-the-original-array-of-prefix-xor
2520,Using a Robot to Print the Lexicographically Smallest String,2,using-a-robot-to-print-the-lexicographically-smallest-string
2521,Paths in Matrix Whose Sum Is Divisible by K,3,paths-in-matrix-whose-sum-is-divisible-by-k
2522,Median of a Row Wise Sorted Matrix,2,median-of-a-row-wise-sorted-matrix
2523,Change Null Values in a Table to the Previous Value,2,change-null-values-in-a-table-to-the-previous-value
2524,Largest Positive Integer That Exists With Its Negative,1,largest-positive-integer-that-exists-with-its-negative
2525,Count Number of Distinct Integers After Reverse Operations,2,count-number-of-distinct-integers-after-reverse-operations
2526,Longest Increasing Subsequence II,3,longest-increasing-subsequence-ii
2527,Count Subarrays With Fixed Bounds,3,count-subarrays-with-fixed-bounds
2528,Number of Valid Clock Times,1,number-of-valid-clock-times
2529,Range Product Queries of Powers,2,range-product-queries-of-powers
2530,Minimize Maximum of Array,2,minimize-maximum-of-array
2531,Create Components With Same Value,3,create-components-with-same-value
2532,Remove Letter To Equalize Frequency,1,remove-letter-to-equalize-frequency
2533,Bitwise XOR of All Pairings,2,bitwise-xor-of-all-pairings
2534,Employees With Deductions,2,employees-with-deductions
2535,Count Strictly Increasing Subarrays,2,count-strictly-increasing-subarrays
2536,Determine if Two Events Have Conflict,1,determine-if-two-events-have-conflict
2537,Minimum Time to Kill All Monsters,3,minimum-time-to-kill-all-monsters
2538,Minimum Cost to Make Array Equal,3,minimum-cost-to-make-array-equal
2539,Minimum Number of Operations to Make Arrays Similar,3,minimum-number-of-operations-to-make-arrays-similar
2540,Color the Triangle Red,3,color-the-triangle-red
2541,Sum of Number and Its Reverse,2,sum-of-number-and-its-reverse
2542,Average Value of Even Numbers That Are Divisible by Three,1,average-value-of-even-numbers-that-are-divisible-by-three
2543,Most Popular Video Creator,2,most-popular-video-creator
2544,Minimum Addition to Make Integer Beautiful,2,minimum-addition-to-make-integer-beautiful
2545,Height of Binary Tree After Subtree Removal Queries,3,height-of-binary-tree-after-subtree-removal-queries
2546,Number of Subarrays With GCD Equal to K,2,number-of-subarrays-with-gcd-equal-to-k
2547,Odd String Difference,1,odd-string-difference
2548,Destroy Sequential Targets,2,destroy-sequential-targets
2549,Next Greater Element IV,3,next-greater-element-iv
2550,Words Within Two Edits of Dictionary,2,words-within-two-edits-of-dictionary
2551,Apply Operations to an Array,1,apply-operations-to-an-array
2552,Maximum Sum of Distinct Subarrays With Length K,2,maximum-sum-of-distinct-subarrays-with-length-k
2553,Total Cost to Hire K Workers,2,total-cost-to-hire-k-workers
2554,Minimum Total Distance Traveled,3,minimum-total-distance-traveled
2555,Design SQL,2,design-sql
2556,Convert the Temperature,1,convert-the-temperature
2557,Number of Subarrays With LCM Equal to K,2,number-of-subarrays-with-lcm-equal-to-k
2558,Minimum Number of Operations to Sort a Binary Tree by Level,2,minimum-number-of-operations-to-sort-a-binary-tree-by-level
2559,Maximum Number of Non-overlapping Palindrome Substrings,3,maximum-number-of-non-overlapping-palindrome-substrings
2560,Closest Fair Integer,2,closest-fair-integer
2561,Number of Distinct Averages,1,number-of-distinct-averages
2562,Count Ways To Build Good Strings,2,count-ways-to-build-good-strings
2563,Split Message Based on Limit,3,split-message-based-on-limit
2564,Most Profitable Path in a Tree,2,most-profitable-path-in-a-tree
2565,Merge Operations to Turn Array Into a Palindrome,2,merge-operations-to-turn-array-into-a-palindrome
2566,Number of Unequal Triplets in Array,1,number-of-unequal-triplets-in-array
2567,Closest Nodes Queries in a Binary Search Tree,2,closest-nodes-queries-in-a-binary-search-tree
2568,Minimum Fuel Cost to Report to the Capital,2,minimum-fuel-cost-to-report-to-the-capital
2569,Number of Beautiful Partitions,3,number-of-beautiful-partitions
2570,Maximize Total Tastiness of Purchased Fruits,2,maximize-total-tastiness-of-purchased-fruits
2571,Find the Pivot Integer,1,find-the-pivot-integer
2572,Append Characters to String to Make Subsequence,2,append-characters-to-string-to-make-subsequence
2573,Remove Nodes From Linked List,2,remove-nodes-from-linked-list
2574,Count Subarrays With Median K,3,count-subarrays-with-median-k
2575,Minimum Cuts to Divide a Circle,1,minimum-cuts-to-divide-a-circle
2576,Minimum Penalty for a Shop,2,minimum-penalty-for-a-shop
2577,Count Palindromic Subsequences,3,count-palindromic-subsequences
2579,Minimum Split Into Subarrays With GCD Greater Than One,2,minimum-split-into-subarrays-with-gcd-greater-than-one
2580,Circular Sentence,1,circular-sentence
2581,Divide Players Into Teams of Equal Skill,2,divide-players-into-teams-of-equal-skill
2582,Minimum Score of a Path Between Two Cities,2,minimum-score-of-a-path-between-two-cities
2583,Divide Nodes Into the Maximum Number of Groups,3,divide-nodes-into-the-maximum-number-of-groups
2584,Number of Nodes With Value One,2,number-of-nodes-with-value-one
2585,Delete Greatest Value in Each Row,1,delete-greatest-value-in-each-row
2586,Longest Square Streak in an Array,2,longest-square-streak-in-an-array
2587,Design Memory Allocator,2,design-memory-allocator
2588,Maximum Number of Points From Grid Queries,3,maximum-number-of-points-from-grid-queries
2589,Maximum Value of a String in an Array,1,maximum-value-of-a-string-in-an-array
2590,Maximum Star Sum of a Graph,2,maximum-star-sum-of-a-graph
2591,Frog Jump II,2,frog-jump-ii
2592,Minimum Total Cost to Make Arrays Unequal,3,minimum-total-cost-to-make-arrays-unequal
2593,Number of Distinct Binary Strings After Applying Operations,2,number-of-distinct-binary-strings-after-applying-operations
2594,Count Pairs Of Similar Strings,1,count-pairs-of-similar-strings
2595,Smallest Value After Replacing With Sum of Prime Factors,2,smallest-value-after-replacing-with-sum-of-prime-factors
2596,Add Edges to Make Degrees of All Nodes Even,3,add-edges-to-make-degrees-of-all-nodes-even
2597,Cycle Length Queries in a Tree,3,cycle-length-queries-in-a-tree
2598,Shortest Distance to Target String in a Circular Array,1,shortest-distance-to-target-string-in-a-circular-array
2599,Take K of Each Character From Left and Right,2,take-k-of-each-character-from-left-and-right
2600,Maximum Tastiness of Candy Basket,2,maximum-tastiness-of-candy-basket
2601,Number of Great Partitions,3,number-of-great-partitions
2602,Maximum Enemy Forts That Can Be Captured,1,maximum-enemy-forts-that-can-be-captured
2603,Reward Top K Students,2,reward-top-k-students
2604,Minimum Operations to Make Array Equal II,2,minimum-operations-to-make-array-equal-ii
2605,Count Anagrams,3,count-anagrams
2606,Difference Between Ones and Zeros in Row and Column,2,difference-between-ones-and-zeros-in-row-and-column
2607,Minimum Subarrays in a Valid Split,2,minimum-subarrays-in-a-valid-split
2608,Count the Digits That Divide a Number,1,count-the-digits-that-divide-a-number
2609,Distinct Prime Factors of Product of Array,2,distinct-prime-factors-of-product-of-array
2610,Closest Prime Numbers in Range,2,closest-prime-numbers-in-range
2612,Minimum Cost to Buy Apples,2,minimum-cost-to-buy-apples
2613,Customers With Strictly Increasing Purchases,3,customers-with-strictly-increasing-purchases
2614,Maximum Count of Positive Integer and Negative Integer,1,maximum-count-of-positive-integer-and-negative-integer
2615,Make Number of Distinct Characters Equal,2,make-number-of-distinct-characters-equal
2616,Maximal Score After Applying K Operations,2,maximal-score-after-applying-k-operations
2617,Time Taken to Cross the Door,3,time-taken-to-cross-the-door
2618,Maximize the Minimum Powered City,3,maximize-the-minimum-powered-city
2619,Categorize Box According to Criteria,1,categorize-box-according-to-criteria
2620,Find Consecutive Integers from a Data Stream,2,find-consecutive-integers-from-a-data-stream
2621,Find Xor-Beauty of Array,2,find-xor-beauty-of-array
2622,Form a Chemical Bond,1,form-a-chemical-bond
2623,Maximum XOR of Two Non-Overlapping Subtrees,3,maximum-xor-of-two-non-overlapping-subtrees
2624,Difference Between Element Sum and Digit Sum of an Array,1,difference-between-element-sum-and-digit-sum-of-an-array
2625,Increment Submatrices by One,2,increment-submatrices-by-one
2626,Count the Number of Good Subarrays,2,count-the-number-of-good-subarrays
2627,Difference Between Maximum and Minimum Price Sum,3,difference-between-maximum-and-minimum-price-sum
2628,Minimize the Maximum of Two Arrays,2,minimize-the-maximum-of-two-arrays
2629,Number of Substrings With Fixed Ratio,2,number-of-substrings-with-fixed-ratio
2630,Alternating Digit Sum,1,alternating-digit-sum
2631,Sort the Students by Their Kth Score,2,sort-the-students-by-their-kth-score
2632,Apply Bitwise Operations to Make Strings Equal,2,apply-bitwise-operations-to-make-strings-equal
2633,Minimum Cost to Split an Array,3,minimum-cost-to-split-an-array
2634,Minimum Common Value,1,minimum-common-value
2635,Check if Point Is Reachable,3,check-if-point-is-reachable
2636,Maximum Subsequence Score,2,maximum-subsequence-score
2637,Merge Overlapping Events in the Same Hall,3,merge-overlapping-events-in-the-same-hall
2638,Number of Subarrays Having Even Product,2,number-of-subarrays-having-even-product
2639,Separate the Digits in an Array,1,separate-the-digits-in-an-array
2640,Maximum Number of Integers to Choose From a Range I,2,maximum-number-of-integers-to-choose-from-a-range-i
2641,Disconnect Path in a Binary Matrix by at Most One Flip,2,disconnect-path-in-a-binary-matrix-by-at-most-one-flip
2642,Time to Cross a Bridge,3,time-to-cross-a-bridge
2643,Concatenate the Name and the Profession,1,concatenate-the-name-and-the-profession
2644,Bitwise OR of All Subsequence Sums,2,bitwise-or-of-all-subsequence-sums
2645,Pass the Pillow,1,pass-the-pillow
2646,Kth Largest Sum in a Binary Tree,2,kth-largest-sum-in-a-binary-tree
2647,Split the Array to Make Coprime Products,3,split-the-array-to-make-coprime-products
2648,Number of Ways to Earn Points,3,number-of-ways-to-earn-points
2649,Count Total Number of Colored Cells,2,count-total-number-of-colored-cells
2650,Split With Minimum Sum,1,split-with-minimum-sum
2651,Count Ways to Group Overlapping Ranges,2,count-ways-to-group-overlapping-ranges
2652,Count Number of Possible Root Nodes,3,count-number-of-possible-root-nodes
2653,Check if There is a Path With Equal Number of 0's And 1's,2,check-if-there-is-a-path-with-equal-number-of-0s-and-1s
2654,Count the Number of Vowel Strings in Range,1,count-the-number-of-vowel-strings-in-range
2655,Rearrange Array to Maximize Prefix Score,2,rearrange-array-to-maximize-prefix-score
2656,Count the Number of Beautiful Subarrays,2,count-the-number-of-beautiful-subarrays
2657,Minimum Time to Complete All Tasks,3,minimum-time-to-complete-all-tasks
2658,Count the Number of K-Big Indices,3,count-the-number-of-k-big-indices
2659,Number of Even and Odd Bits,1,number-of-even-and-odd-bits
2661,Smallest Missing Non-negative Integer After Operations,2,smallest-missing-non-negative-integer-after-operations
2662,Check Knight Tour Configuration,2,check-knight-tour-configuration
2663,Distribute Money to Maximum Children,1,distribute-money-to-maximum-children
2664,Maximize Greatness of an Array,2,maximize-greatness-of-an-array
2665,Minimum Time to Repair Cars,2,minimum-time-to-repair-cars
2666,Minimum Time to Eat All Grains,3,minimum-time-to-eat-all-grains
2667,Maximum Frequency Score of a Subarray,3,maximum-frequency-score-of-a-subarray
2668,Form Smallest Number From Two Digit Arrays,1,form-smallest-number-from-two-digit-arrays
2669,Find the Substring With Maximum Cost,2,find-the-substring-with-maximum-cost
2670,Make K-Subarray Sums Equal,2,make-k-subarray-sums-equal
2671,Shortest Cycle in a Graph,3,shortest-cycle-in-a-graph
2672,Number of Good Binary Strings,2,number-of-good-binary-strings
2673,Maximize Win From Two Segments,2,maximize-win-from-two-segments
2674,Make the Prefix Sum Non-negative,2,make-the-prefix-sum-non-negative
2675,Find the Width of Columns of a Grid,1,find-the-width-of-columns-of-a-grid
2676,Find the Score of All Prefixes of an Array,2,find-the-score-of-all-prefixes-of-an-array
2677,Cousins in Binary Tree II,2,cousins-in-binary-tree-ii
2678,Design Graph With Shortest Path Calculator,3,design-graph-with-shortest-path-calculator
2679,Count Distinct Numbers on Board,1,count-distinct-numbers-on-board
2680,Count Collisions of Monkeys on a Polygon,2,count-collisions-of-monkeys-on-a-polygon
2681,Put Marbles in Bags,3,put-marbles-in-bags
2682,Count Increasing Quadruplets,3,count-increasing-quadruplets
2683,Count the Number of Good Subsequences,2,count-the-number-of-good-subsequences
2684,Determine the Winner of a Bowling Game,1,determine-the-winner-of-a-bowling-game
2685,First Completely Painted Row or Column,2,first-completely-painted-row-or-column
2686,Minimum Cost of a Path With Special Roads,2,minimum-cost-of-a-path-with-special-roads
2687,Lexicographically Smallest Beautiful String,3,lexicographically-smallest-beautiful-string
2688,Design a Todo List,2,design-a-todo-list
2689,Rearranging Fruits,3,rearranging-fruits
2690,House Robber IV,2,house-robber-iv
2691,Count Vowel Strings in Ranges,2,count-vowel-strings-in-ranges
2692,Take Gifts From the Richest Pile,1,take-gifts-from-the-richest-pile
2693,Maximum Price to Fill a Bag,2,maximum-price-to-fill-a-bag
2694,Find the Maximum Divisibility Score,1,find-the-maximum-divisibility-score
2695,Find Score of an Array After Marking All Elements,2,find-score-of-an-array-after-marking-all-elements
2696,The Number of Beautiful Subsets,2,the-number-of-beautiful-subsets
2697,Minimum Number of Visited Cells in a Grid,3,minimum-number-of-visited-cells-in-a-grid
2698,Find the Array Concatenation Value,1,find-the-array-concatenation-value
2699,Count the Number of Fair Pairs,2,count-the-number-of-fair-pairs
2700,Substring XOR Queries,2,substring-xor-queries
2701,Subsequence With the Minimum Score,3,subsequence-with-the-minimum-score
2702,Maximum Number of Integers to Choose From a Range II,2,maximum-number-of-integers-to-choose-from-a-range-ii
2703,Handling Sum Queries After Update,3,handling-sum-queries-after-update
2704,Maximum Difference by Remapping a Digit,1,maximum-difference-by-remapping-a-digit
2705,Minimum Impossible OR,2,minimum-impossible-or
2706,Minimum Score by Changing Two Elements,2,minimum-score-by-changing-two-elements
2707,Merge Two 2D Arrays by Summing Values,1,merge-two-2d-arrays-by-summing-values
2708,Find the String with LCP,3,find-the-string-with-lcp
2709,Count the Number of Square-Free Subsets,2,count-the-number-of-square-free-subsets
2710,Minimum Operations to Reduce an Integer to 0,2,minimum-operations-to-reduce-an-integer-to-0
2711,Minimum Time to Visit a Cell In a Grid,3,minimum-time-to-visit-a-cell-in-a-grid
2712,Find the Maximum Number of Marked Indices,2,find-the-maximum-number-of-marked-indices
2713,Find the Divisibility Array of a String,2,find-the-divisibility-array-of-a-string
2714,Left and Right Sum Differences,1,left-and-right-sum-differences
2715,K Items With the Maximum Sum,1,k-items-with-the-maximum-sum
2716,Prime Subtraction Operation,2,prime-subtraction-operation
2717,Collect Coins in a Tree,3,collect-coins-in-a-tree
2718,Minimum Operations to Make All Array Elements Equal,2,minimum-operations-to-make-all-array-elements-equal
2719,Beautiful Pairs,3,beautiful-pairs
2720,Minimize the Maximum Difference of Pairs,2,minimize-the-maximum-difference-of-pairs
2721,Sum of Distances,2,sum-of-distances
2722,Prime In Diagonal,1,prime-in-diagonal
2723,Find the Longest Balanced Substring of a Binary String,1,find-the-longest-balanced-substring-of-a-binary-string
2724,Convert an Array Into a 2D Array With Conditions,2,convert-an-array-into-a-2d-array-with-conditions
2725,Mice and Cheese,2,mice-and-cheese
2726,Minimum Reverse Operations,3,minimum-reverse-operations
2727,Number of Senior Citizens,1,number-of-senior-citizens
2728,Sum in a Matrix,2,sum-in-a-matrix
2729,Minimum Operations to Make Numbers Non-positive,3,minimum-operations-to-make-numbers-non-positive
2730,Maximum OR,2,maximum-or
2731,Memoize,2,memoize
2732,Counter,1,counter
2733,Sleep,1,sleep
2734,Array Prototype Last,1,array-prototype-last
2735,JSON Deep Equal,2,json-deep-equal
2736,Minimum Additions to Make Valid String,2,minimum-additions-to-make-valid-string
2737,Row With Maximum Ones,1,row-with-maximum-ones
2738,Count the Number of K-Free Subsets,2,count-the-number-of-k-free-subsets
2739,Minimize the Total Price of the Trips,3,minimize-the-total-price-of-the-trips
2740,Curry,2,curry
2741,Function Composition,1,function-composition
2742,Group By,2,group-by
2743,Debounce,2,debounce
2744,Memoize II,3,memoize-ii
2745,Convert Object to JSON String,2,convert-object-to-json-string
2746,Filter Elements from Array,1,filter-elements-from-array
2747,Apply Transform Over Each Element in Array,1,apply-transform-over-each-element-in-array
2748,Calculate Delayed Arrival Time,1,calculate-delayed-arrival-time
2749,Promise Time Limit,2,promise-time-limit
2750,Promise Pool,2,promise-pool
2751,Sliding Subarray Beauty,2,sliding-subarray-beauty
2752,Sum Multiples,1,sum-multiples
2753,Minimum Number of Operations to Make All Array Elements Equal to 1,2,minimum-number-of-operations-to-make-all-array-elements-equal-to-1
2754,Maximum Strength of a Group,2,maximum-strength-of-a-group
2755,Extra Characters in a String,2,extra-characters-in-a-string
2756,Buy Two Chocolates,1,buy-two-chocolates
2757,Count of Integers,3,count-of-integers
2758,Check if Object Instance of Class,2,check-if-object-instance-of-class
2759,Flatten Deeply Nested Array,2,flatten-deeply-nested-array
2760,Snail Traversal,2,snail-traversal
2761,Array Reduce Transformation,1,array-reduce-transformation
2762,Cache With Time Limit,2,cache-with-time-limit
2764,Maximum Number of Fish in a Grid,2,maximum-number-of-fish-in-a-grid
2765,Make Array Empty,3,make-array-empty
2766,Find the Prefix Common Array of Two Arrays,2,find-the-prefix-common-array-of-two-arrays
2767,Maximum Sum With Exactly K Elements ,1,maximum-sum-with-exactly-k-elements
2768,Array Upper Bound,1,array-upper-bound
2769,Array of Objects to Matrix,3,array-of-objects-to-matrix
2770,Bind Function to Context,2,bind-function-to-context
2771,Throttle,2,throttle
2772,Infinite Method Object,1,infinite-method-object
2773,Immutability Helper,3,immutability-helper
2774,Differences Between Two Objects,2,differences-between-two-objects
2775,Generate Fibonacci Sequence,1,generate-fibonacci-sequence
2776,Make Object Immutable,2,make-object-immutable
2777,Find the Distinct Difference Array,1,find-the-distinct-difference-array
2778,Frequency Tracker,2,frequency-tracker
2779,Number of Adjacent Elements With the Same Color,2,number-of-adjacent-elements-with-the-same-color
2780,Make Costs of Paths Equal in a Binary Tree,2,make-costs-of-paths-equal-in-a-binary-tree
2781,Undefined to Null,2,undefined-to-null
2782,Convert Callback Based Function to Promise Based Function,2,convert-callback-based-function-to-promise-based-function
2783,Nested Array Generator,2,nested-array-generator
2784,Power of Heroes,3,power-of-heroes
2785,Semi-Ordered Permutation,1,semi-ordered-permutation
2786,Find the Longest Semi-Repetitive Substring,2,find-the-longest-semi-repetitive-substring
2787,Movement of Robots,2,movement-of-robots
2788,Design Cancellable Function,3,design-cancellable-function
2789,Counter II,1,counter-ii
2790,Call Function with Custom Context,2,call-function-with-custom-context
2791,Find the Losers of the Circular Game,1,find-the-losers-of-the-circular-game
2792,Neighboring Bitwise XOR,2,neighboring-bitwise-xor
2793,Count the Number of Complete Components,2,count-the-number-of-complete-components
2794,Maximum Number of Moves in a Grid,2,maximum-number-of-moves-in-a-grid
2795,Deep Merge of Two Objects,2,deep-merge-of-two-objects
2796,Allow One Function Call,1,allow-one-function-call
2797,Event Emitter,2,event-emitter
2798,Chunk Array,1,chunk-array
2799,Date Range Generator,2,date-range-generator
2800,Minimum String Length After Removing Substrings,1,minimum-string-length-after-removing-substrings
2801,Difference of Number of Distinct Values on Diagonals,2,difference-of-number-of-distinct-values-on-diagonals
2802,Find the Punishment Number of an Integer,2,find-the-punishment-number-of-an-integer
2803,Modify Graph Edge Weights,3,modify-graph-edge-weights
2804,Compact Object,2,compact-object
2805,Array Wrapper,1,array-wrapper
2806,Query Batching,3,query-batching
2807,Execute Asynchronous Functions in Parallel,2,execute-asynchronous-functions-in-parallel
2808,Painting the Walls,3,painting-the-walls
2809,Create Hello World Function,1,create-hello-world-function
2810,Collecting Chocolates,2,collecting-chocolates
2811,Determine the Minimum Sum of a k-avoiding Array,2,determine-the-minimum-sum-of-a-k-avoiding-array
2812,Find the Maximum Achievable Number,1,find-the-maximum-achievable-number
2813,To Be Or Not To Be,1,to-be-or-not-to-be
2814,Generate Circular Array Values,2,generate-circular-array-values
2815,Find Maximal Uncovered Ranges,2,find-maximal-uncovered-ranges
2816,Lexicographically Smallest Palindrome,1,lexicographically-smallest-palindrome
2817,Minimum Cost to Make All Characters Equal,2,minimum-cost-to-make-all-characters-equal
2818,Maximum Strictly Increasing Cells in a Matrix,3,maximum-strictly-increasing-cells-in-a-matrix
2819,Remove Trailing Zeros From a String,1,remove-trailing-zeros-from-a-string
2820,Return Length of Arguments Passed,1,return-length-of-arguments-passed
2821,Timeout Cancellation,1,timeout-cancellation
2822,Next Day,1,next-day
2823,The Knight’s Tour,2,the-knights-tour
